PodcastName,EpisodeName,PublishDate,Downloads
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 14: Papouškové lázně,11/16/2025 11:00:08 UTC,48
Nová vlna,Hanuš Hackenschmied – U ledové víly | Kapitola 1: O třech princeznách v Modré hoře,10/05/2025 10:00:12 UTC,47
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 7: O Valdštejnském paláci,10/05/2025 10:00:25 UTC,46
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 6: Plavba paní Suchánkové do Ameriky,08/03/2025 10:00:40 UTC,45
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 9: Paladium země České,10/19/2025 10:00:22 UTC,44
Pestrá země,Jan Křesadlo – Václav Z. J. Pinkava | Pestrá země,12/24/2025 09:00:00 UTC,43
Nová vlna,Karel Poláček – Čtrnáct dní na vojně | Část 3.,09/13/2025 10:00:36 UTC,40
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 13: O domě vusínském aneb redutním,11/09/2025 11:00:13 UTC,40
Pestrá země,"Mouchy, Maribor a fotbalové metafory – Dora Kaprálová | Pestrá země",04/23/2026 09:40:50 UTC,40
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 10: Dva starobylé domy malostranské,10/26/2025 11:00:24 UTC,39
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 12: Pražské písně lidu vojenského,11/02/2025 11:00:13 UTC,39
Pestrá země,Arnošt Lustig 100 let – Eva Lustigová | Pestrá země: Rozhovor ke 100. výročí,05/15/2026 01:36:18 UTC,38
Mariánská listování,Mariánská listování  s Pavlem Suchanem - 8. díl,10/31/2025 03:00:33 UTC,37
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 9: Jak vraždila rakouská byrokracie naše nejlepší lidi,08/23/2025 10:00:59 UTC,36
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 15: Dopis z roku 1819,11/23/2025 11:00:38 UTC,36
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 7: Podivuhodný příběh Karla Straširybky,08/10/2025 10:00:48 UTC,35
Nová vlna,Karel Poláček – Čtrnáct dní na vojně | Část 4.,09/22/2025 03:00:58 UTC,35
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 8: Duch nebožtíka Hroudy,08/17/2025 10:00:15 UTC,34
Mariánská listování,Mariánská listování s Michalem Brožou - 10. díl,01/21/2026 10:01:11 UTC,34
Pestrá země,"Literatura, jazyky a cestování – Miroslav Černý | Pestrá země",10/15/2025 07:44:55 UTC,33
Pestrá země,Literární rezidence a alternativní scéna – Hana Ludíková | Pestrá země,12/17/2025 12:14:04 UTC,33
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 17: Nejkrásnější knihovna světa,12/07/2025 11:00:21 UTC,32
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 24: O čtyřech oběšencích,01/25/2026 11:00:35 UTC,31
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 16: Panna Maria kontra Jiří z Poděbrad,11/30/2025 11:00:28 UTC,30
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 33: Kocourkovské příběhy,03/29/2026 10:00:08 UTC,30
Poezie v rytmu,Splav – Fráňa Šrámek | Mozaika české poezie: Příběhy a obrazy,03/12/2026 08:10:01 UTC,29
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 29: Blahořečení Jana Nepomuckého,03/01/2026 11:00:42 UTC,28
Nová vlna,Domovní důvěrník 2.0 – Jiří Krišpin | Z-ai-mavý spisovatel,02/08/2026 11:00:49 UTC,27
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 30: Rychtář Vavák vidí korunovaci Leopolda II.,03/08/2026 11:00:42 UTC,27
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 31: O té velké vodě,03/15/2026 11:00:26 UTC,27
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 32: Praha 1855,03/22/2026 11:00:16 UTC,27
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 19: O nebožce lotynce,12/21/2025 11:00:38 UTC,25
Mariánská listování,Mariánská listování s manželi Tichotovými - 9. díl,12/08/2025 06:00:29 UTC,25
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 27: Zpěváčkové,02/15/2026 11:00:48 UTC,25
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 28: Jak přijel do Prahy první vlak,02/22/2026 11:00:23 UTC,25
Mariánská listování,Mariánská listování: Česká škola v Chicagu - 5. díl,10/29/2025 03:00:05 UTC,24
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 26: Pražská móda empírová,02/08/2026 11:00:52 UTC,24
Nová vlna,Hledání slov – Jana Šindlerová | Z-ai-mavý spisovatel,02/22/2026 11:00:51 UTC,24
Poezie v rytmu,Poštovní schránka – Jiří Wolker | Mozaika české poezie: Příběhy a obrazy,03/12/2026 06:36:08 UTC,24
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 20: Vánoce! Vánoce!,12/29/2025 11:47:05 UTC,23
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,01/04/2026 11:00:16 UTC,23
Nová vlna,Přiznání algoritmu – Michaela Liegertová | Z-ai-mavý spisovatel,02/08/2026 11:00:33 UTC,23
Poezie v rytmu,Lesní studánka – Josef Václav Sládek | Mozaika české poezie: Příběhy a obrazy,03/11/2026 09:23:40 UTC,23
Nová vlna,Květiny se nevrací – Markéta Fryaufová | Z-ai-mavý spisovatel,03/03/2026 10:00:01 UTC,23
Nová vlna,Smyčka osudu – Michaela Liegertová | Z-ai-mavý zločin,06/17/2026 10:00:15 UTC,23
Mariánská listování,Mariánská listování s Evou Chodějovskou - 4. díl,10/28/2025 03:00:21 UTC,22
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 23: Móda ve středověké Praze,01/18/2026 11:00:05 UTC,22
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 25: Život vojenský – život veselý,02/01/2026 11:00:14 UTC,22
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 18: Jak byl obnovován magistrát,12/14/2025 11:00:45 UTC,21
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 22: Nejkrásnější hřbitůvek,01/11/2026 11:00:17 UTC,21
Nová vlna,Algoritmus kávy – Petr Šimeček | Z-ai-mavý spisovatel,02/15/2026 11:00:35 UTC,21
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 37: Pět zajímavých epitafů,04/26/2026 10:00:30 UTC,21
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 1: Cestou k jeskyni,05/25/2026 08:16:12 UTC,21
Pestrá země,"Kafka, poezie a vlastní jazyk – Alžběta Stančáková: | Pestrá země",06/16/2026 09:01:55 UTC,21
Mariánská listování,Mariánská listování s Janem Smigmatorem - 7. díl,10/30/2025 03:00:16 UTC,20
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 34: Bombardování Prahy Windischgrätzem,04/05/2026 10:00:15 UTC,20
Poezie v rytmu,Devátá vlna – Viktor Dyk | Mozaika české poezie: Hlasy a otázky,05/26/2026 12:45:53 UTC,19
Poezie v rytmu,Svou violu jsem naladil co možno nejhlouběji – Karel Hlaváček | Mozaika české poezie: Hlasy a otázky,03/12/2026 06:59:10 UTC,18
Poezie v rytmu,Ruce – Otokar Březina | Mozaika české poezie: Hlasy a otázky,03/25/2026 11:00:31 UTC,18
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 35: Zlatá bula ztracena a opět nalezena,04/12/2026 10:00:29 UTC,18
Nová vlna,"Karel Hádek – Čtení o staré Praze | Kapitola 36: Seance, nebo senzace?",04/20/2026 02:13:57 UTC,18
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 6: V devonu,06/07/2026 10:00:42 UTC,18
Nová vlna,Rizikové povolání – Tereza Kovanicová | Z-ai-mavý zločin,06/04/2026 10:00:27 UTC,18
Poezie v rytmu,Za noci březnové – Karel Hlaváček | Mozaika české poezie: Hlasy a otázky,04/09/2026 01:00:27 UTC,17
Poezie v rytmu,Z věčných dálek – Otokar Březina | Mozaika české poezie: Hlasy a otázky,05/06/2026 10:00:55 UTC,17
Nová vlna,Podivnější než fikce – Vendula Kreplová | Z-ai-mavý zločin,06/10/2026 10:00:12 UTC,17
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 3: V pohádkovém světě,05/31/2026 10:00:30 UTC,17
Pestrá země,Fónická poezie a autofikce – Pavel Novotný | Pestrá země,04/23/2026 09:39:48 UTC,16
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 4: Pohřbeni zaživa,05/31/2026 10:00:12 UTC,16
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 5: Na prahu pravěkého světa,06/07/2026 10:00:20 UTC,16
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 2: Na pravěkém hřbitově,05/31/2026 10:00:18 UTC,16
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 11: O domě U Křížku,07/19/2026 10:00:54 UTC,16
Poezie v rytmu,Poutník – Otakar Theer | Mozaika české poezie: Hlasy a otázky,05/25/2026 08:48:14 UTC,14
Poezie v rytmu,Toman a lesní panna – František Ladislav Čelakovský | Mozaika české poezie: Příběhy a obrazy,05/27/2026 10:00:06 UTC,14
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 1: O Staroměstském náměstí,07/01/2026 10:00:48 UTC,14
Mariánská listování,Mariánská listování s Ivanem Pušem - 13.díl,04/09/2026 10:51:22 UTC,13
Poezie v rytmu,Lucifer – Jiří Karásek ze Lvovic | Mozaika české poezie: Hlasy a otázky,05/26/2026 12:32:19 UTC,12
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 7: Ve světě karbonu,06/26/2026 12:59:05 UTC,12
Poezie v rytmu,A přece! – Otokar Fischer | Mozaika české poezie: Hlasy a otázky,06/18/2026 01:55:54 UTC,12
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 38: Staropražan vypravuje,06/28/2026 10:00:25 UTC,12
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 4: O paláci Kinských,07/01/2026 10:00:56 UTC,12
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 2: O staroměstském orloji,07/01/2026 10:00:13 UTC,12
Poezie v rytmu,Balada dětská – Jan Neruda | Mozaika české poezie: Příběhy a obrazy,03/25/2026 11:00:13 UTC,11
Poezie v rytmu,Pršelo v noci – Karel Hlaváček | Mozaika české poezie: Hlasy a otázky,04/09/2026 01:00:00 UTC,11
Poezie v rytmu,Apostrofa zimní – Otokar Březina | Mozaika české poezie: Hlasy a otázky,04/22/2026 10:00:08 UTC,11
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 14: Lov na mamuta,07/05/2026 10:00:52 UTC,11
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 10: Objevuje se dvounožec,06/28/2026 10:00:06 UTC,10
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 8: Ve světě draků a příšer,06/28/2026 10:00:12 UTC,10
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 14: O kapli svatého Kříže,07/23/2026 10:00:41 UTC,10
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 18: O Králově lázni,07/29/2026 10:00:42 UTC,10
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 12: Chlupatí kamarádi,07/05/2026 10:00:42 UTC,10
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 15: O klášteře sv. Anny,07/26/2026 10:00:11 UTC,10
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 10: O Platýze,07/15/2026 10:00:23 UTC,10
Komiksové studio,Komiksové studio se Štěpánkou Jislovou,04/21/2026 06:00:47 UTC,9
Poezie v rytmu,Práce – Josef Hora | Mozaika české poezie: Příběhy a obrazy,04/22/2026 10:00:48 UTC,9
Poezie v rytmu,Já nejsem vichr – Otokar Fischer | Mozaika české poezie: Hlasy a otázky,06/18/2026 01:21:04 UTC,9
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 9: Obludy ještě nezmizely,06/28/2026 10:00:07 UTC,9
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 9: O kotcích,07/15/2026 10:00:20 UTC,9
Komiksové studio,Komiksové studio s Guyem Delislem,04/21/2026 05:31:18 UTC,8
Mariánská listování,Mariánská listování s Helenou Koenigsmarkovou - 12. díl,04/09/2026 10:28:09 UTC,8
Komiksové studio,Komiksové studio s Branko Jelinkem,04/29/2026 03:20:20 UTC,8
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 15: V pravěké obrazárně,07/05/2026 10:00:36 UTC,8
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 5: O kostele svatojakubském,07/08/2026 10:00:59 UTC,8
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 20: Zpátky u maminky,07/12/2026 10:00:56 UTC,8
Poezie v rytmu,Žlutá růže – Viktor Dyk | Mozaika české poezie: Hlasy a otázky,07/22/2026 10:00:41 UTC,8
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 3: O chrámě Týnském,07/01/2026 10:00:51 UTC,8
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 16: O zjevení templáře v Liliové ulici,07/26/2026 10:00:05 UTC,8
Mariánská listování,Mariánská listování s Rudym Linkou - 6. díl,05/07/2026 01:12:46 UTC,7
Mariánská listování,Mariánská listování se Zdeňkem Pokludou - 14. díl,05/04/2026 01:22:01 UTC,7
Mariánská listování,Mariánská listování  s Dušanem Neumannem - 11. díl,05/07/2026 01:24:26 UTC,7
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 13: Pravěcí gladiátoři,07/05/2026 10:00:17 UTC,7
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 13: O domě U Tří divých,07/23/2026 10:00:11 UTC,7
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 12: O domě U Betenglů,07/19/2026 10:00:25 UTC,7
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 17: O staroměstských mlýnech,07/29/2026 10:00:10 UTC,6
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 7: O domě U Hrubého muže,07/12/2026 10:00:16 UTC,6
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 16: Hrůzy bílé smrti,07/12/2026 10:00:14 UTC,6
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 11: První lidé,07/05/2026 10:00:41 UTC,6
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 17: V nákolní osadě,07/12/2026 10:00:15 UTC,6
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 8: O Karolinu,07/12/2026 10:00:55 UTC,6
Nová vlna,"V pravěkém světě – Arnošt Caha | Kapitola 19: Sbohem, pravěký světe",07/12/2026 10:00:27 UTC,6
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 6: O řeznících staroměstských,07/08/2026 10:00:08 UTC,6
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 18: Na hranici,07/12/2026 10:00:21 UTC,5
Poezie v rytmu,Galantní slavnost – Karel Toman | Mozaika české poezie: Hlasy a otázky,07/22/2026 10:00:14 UTC,5
